Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
341260.1758551808,340397.0408912946,337834.4580929826,341753.70237275393,337207.3575505445,333431.87969110964,340263.4668664297,342463.95140456577
341239.79106423754,340406.1604030324,337840.8953953857,341741.9006516815,337218.62282974995,333439.9263191135,340268.294843232,342461.26919523114
341303.6276464019,340409.37905423396,337840.3589535188,341747.2650703508,337248.12713243096,333442.07208658126,340265.6126338974,342476.28956750507
341297.1903439987,340423.862984641,337851.62423272425,341750.48372155236,337234.71608575777,333446.9000633836,340261.85754082893,342470.38870696886
341303.6276464019,340419.5714497056,337859.67086072813,341766.5769775602,337247.0542486971,333446.9000633836,340268.294843232,342475.7531256382
341312.74715813965,340419.0350078386,337869.32681433286,341774.0871636972,337232.03387642314,333448.5093889844,340270.97705256665,342475.2166837712
341294.5081346641,340417.42568223784,337868.7903724659,341778.91514049954,337232.03387642314,333453.87380765367,340281.7058899052,342476.826009372
341296.65390213183,340419.5714497056,337874.6912330021,341774.6236055641,337246.5178068302,333454.4102495206,340289.75251790916,342484.336195509
341266.61315758387,340422.2536590402,337876.3005586029,341766.5769775602,337197.70159693976,333458.1653425891,340293.5076109776,342493.9921491137
341295.04457653104,340439.9562406488,337874.15479113517,341766.5769775602,337226.13301588694,333469.43062179454,340288.1431923084,342489.1641723114
341285.92506479326,340431.373170778,337876.83700046985,341777.30581489875,337243.83559749555,333459.2382263229,340291.89828537684,342500.9658933838
341315.96580934117,340430.3002870441,337877.9098842037,341781.0609079672,337250.8093417656,333454.9466913875,340274.7321456352,342494.5285909806
341310.06494880497,340439.41979878186,337866.64460499823,341774.0871636972,337265.8297140396,333472.11283112917,340299.40847151383,342505.7938701861
341313.28360000654,340429.22740331024,337875.22767486906,341790.71686157194,337269.58480710804,333473.18571486307,340305.30933205003,342507.4031957869
341312.74715813965,340442.63844998344,337887.56583780836,341790.180419705,337263.1475047049,333473.18571486307,340303.1635645823,342503.6481027184
341298.7996695995,340437.2740313142,337882.2014191391,341801.9821407774,337263.68394657184,333476.94080793153,340304.7728901831,342510.0854051215
341294.5081346641,340439.9562406488,337887.56583780836,341795.54483837425,337257.78308603563,333470.50350552844,340309.0644251185,342513.84049819
341314.3564837404,340445.32065931807,337907.9506287516,341800.90925704356,337287.28738871665,333471.5763892623,340324.62123925943,342508.4760795207
341298.7996695995,340443.1748918504,337898.8311170139,341813.7838618498,337279.2407607127,333482.30522660085,340320.329704324,342514.91338192386
341310.06494880497,340438.346915048,337914.38793115475,341814.85674558365,337279.2407607127,333475.33148233074,340335.35007659794,342513.84049819
341291.2894834625,340439.9562406488,337912.77860555396,341819.14828051906,337273.33990017656,333482.84166846774,340341.7873790011,342521.350684327
341300.94543706725,340449.6121942535,337925.6532103602,341814.85674558365,337255.100876701,333478.0136916654,340339.64161153336,342515.9862656577
341308.45562320424,340467.3147758621,337914.38793115475,341806.2736757128,337265.8297140396,333506.44511061255,340316.0381693886,342537.44394033484
341326.1582048128,340462.4867990597,337917.0701404894,341797.15416397504,337304.98997032526,333497.8620407417,340327.839890461,342535.83461473405
341319.18446054275,340464.0961246605,337919.752349824,341822.9033735876,337299.08910978906,333502.15357567713,340321.40258805786,342540.66259153635
341337.4234840183,340468.38765959593,337922.9710010256,341806.2736757128,337304.4535284583,333511.2730874149,340334.81363473105,342541.73547527025
341323.47599547816,340467.85121772904,337927.262535961,341814.85674558365,337291.0424817851,333511.8095292818,340337.4958440657,342543.88124273793
341332.59550721594,342773.47836178285,282583.0915669312,3481799.00429237,1653663.5939673895,-1018196.1677308283,880223.8559989758,1161458.8691543185
341357.80827496154,340491.99110174074,337950.32953623886,341814.3203037167,337324.83831940155,333513.4188548826,340321.9390299248,342544.4176846049
341371.7557635016,340496.8190785431,68.6645589667033,-3538361.9711830583,-3552189.296744978,-3592804.3833737834,-3530705.872858271,-3603018.2365200804
341349.7616469576,340487.1631249384,337951.93886183965,341823.9762573214,337304.4535284583,333523.6112503542,340344.4695883357,342534.22528913326
341344.9336701553,340481.7987062691,337948.7202106381,341828.26779225684,337314.10948206304,333526.8299015558,340355.7348675412,342539.05326593557
341358.34471682843,340492.5275436077,337957.83972237585,341849.7254669339,337333.9578311393,333525.220575955,340347.15179767035,342553.0007544757
341364.24557736464,340496.28263667616,337960.5219317105,341851.87123440165,337328.5934124701,333518.7832735519,340342.32382086804,342556.2194056773
341362.63625176385,340490.38177613996,337968.03211784747,341836.3144202607,337318.40101699845,333519.3197154188,340363.7814955451,342555.1465219434
341356.73539122764,340493.60042734153,337967.4956759806,341855.08988560317,337327.5205287362,333528.9756690235,340351.9797744727,342562.6567080804
341385.1668101748,340508.6207996155,337959.44904797664,341838.9966295954,337354.34262208256,333549.36045996676,340342.32382086804,342554.6100800765
341378.72950777167,340503.2563809462,337973.9329783837,341848.6525832001,337345.75955221173,342773.47836178285,282583.0915669312,-877576.5153856892
341398.04141498107,340526.859823091,337968.5685597144,341856.69921120396,337366.6807850219,333549.36045996676,340347.6882395373,311911.44131558435
341374.9744147032,340516.1309857525,337979.2973970529,341866.8916066756,337361.3163663526,333546.6782506321,340355.1984256743,342574.4584291528
341388.3854613764,340517.7403113533,337985.7346994561,341865.81872294174,337360.7799244857,333543.45959943056,340354.66198380734,342566.4118011489
341369.073554167,340512.9123345509,337975.54230398446,341846.50681573234,337347.3688778125,333533.26720395894,340375.0467747506,342571.2397779512
341384.093926441,340515.0581020186,337973.3965365168,341884.5941882842,337351.66041274794,333538.6316226282,340393.28579822613,342579.28640595515
341366.9277866993,340509.69368334935,337974.4694202506,341901.7603280259,337344.6866684779,333545.06892503134,340392.7493563592,342582.5050571567
341368.53711230005,340517.7403113533,337973.9329783837,341886.7399557519,337341.4680172763,333550.96978556755,340388.9942632907,342576.0677547536
341396.9685312472,340513.98521828477,337985.7346994561,341895.8594674897,337366.14434315497,333541.3138319628,340391.67647262535,342584.1143827575
341386.7761357756,340509.69368334935,337993.78132746,341907.6611885621,337357.0248314172,333550.96978556755,340390.6035888915,342584.1143827575
341404.4787173842,340526.3233812241,337980.9067226537,341870.11025787715,337366.14434315497,333569.20880904305,340399.7231006292,342589.47880142677
341413.598229122,340530.0784742926,337973.9329783837,341894.2501418889,337365.607901288,333562.7715066399,340394.35868196,342603.9627318338
341431.8372525975,340526.859823091,337984.66181572224,341893.71370002197,337376.87318049354,333561.16218103917,340399.18665876234,342599.6711968984
341395.8956475134,340519.349636954,337984.66181572224,341886.7399557519,337367.2172268888,333564.91727410763,340405.62396116543,342607.1813830354
341405.55160111806,340527.9327068249,337984.1253738553,341868.50093227637,337358.634157018,333565.4537159746,340386.31205395603,342594.843220096
341421.6448571259,340536.51577669574,337998.6093042623,341898.0052349574,337360.24348261877,333569.20880904305,340407.2332867662,342590.0152432937
341410.9160197873,340536.51577669574,338004.5101647985,341899.61456055817,337352.7332964818,333577.255437047,340414.7434729032,342603.42628996685
341430.76436886366,340542.95307909884,338002.90083919774,341890.4950488204,337366.14434315497,333577.255437047,340422.79010090715,342594.30677822913
341408.2338104527,340540.80731163116,338002.90083919774,341873.8653509457,337343.0773428771,333575.10966957925,340437.2740313142,342609.86359237
341423.7906245936,340548.85393963504,337996.46353679465,341885.13063015114,337370.4358780904,333589.05715811934,340419.0350078386,342611.4729179708
341444.17541553685,340564.94719564286,338006.65593226627,341896.93235122354,337407.4503669084,333591.2029255871,340411.52482170163,342614.1551273054
341452.22204354074,340566.02007937676,338009.87458346784,341909.8069560298,337399.40373890445,333590.6664837201,340420.10789157246,342612.54580170463
341428.08215952903,340558.50989323977,338016.8483277379,341906.0518629613,337384.9198084974,333585.8385069178,340433.51893824566,342611.4729179708
341407.16092671885,340566.02007937676,338011.4839090686,341892.6408162881,337362.3892500865,333591.2029255871,340427.61807770946,342618.44666224084
341443.10253180296,340567.6294049775,338015.2390021371,341898.0052349574,337396.7215295698,333585.8385069178,340418.4985659717,342623.2746390432
341418.4262059243,340571.384498046,338023.8220720079,341908.197630429,337396.7215295698,333609.9783909295,340427.61807770946,342632.394150781
341449.5398342061,340580.5040097838,338023.8220720079,341901.7603280259,337412.81478557765,333609.44194906263,340423.862984641,342624.883964644
341168.9807378031,340664.1889410244,338014.70256027015,341884.0577464173,337396.1850877029,333596.5673442563,340420.10789157246,342601.2805224992
341578.82232413563,340650.24145248433,338006.1194903993,341904.44253736053,337389.21134343283,333597.6402279902,340422.79010090715,342608.2542667692
341541.2713934507,340636.2939639442,337993.78132746,341913.02560723136,337405.30459944066,333600.85887919174,340425.4723102418,342625.9568483778
341502.111137165,340610.00831246475,338009.87458346784,341932.87395630765,337389.7477852998,333606.22329786106,340463.0232409267,342622.20175530936
341502.111137165,340608.9354287309,338024.3585138749,341950.0400960494,337379.0189479612,333611.05127466336,340448.0028686527,342621.6653134424
341486.01788115717,340608.398986864,338030.2593744111,341933.94684004155,337379.55538982817,333608.9055071957,340464.63256652746,342624.34752277704
341496.74671849573,340607.3261031301,338035.62379308033,341948.4307704486,337395.11220396904,333611.05127466336,340437.2740313142,342635.6128019825
341477.43481128634,340610.5447543317,338043.1339792173,341944.13923551317,337387.60201783205,333609.44194906263,340442.63844998344,342634.53991824866
341490.3094160926,340613.2269636663,338053.86281655583,341943.0663517793,337416.0334367792,333603.0046466595,340456.04949665663,342643.65942998644
341473.6797182178,340618.0549404687,34.33227948335165,2731853.810769774,2724858.608825041,2704435.1940673823,2735699.0260719093,2699238.14526059
341480.6534624879,340606.78966126323,338056.00858402357,341966.1333520572,337395.11220396904,333607.2961815949,340454.44017105584,342651.1696161234
341474.21616008476,340603.0345681947,338069.95607256365,1103.460920269599,-2581095.9435815746,-2806865.013464095,-3456431.741289108,-2456538.4336159746
341483.33567182254,340603.57101006166,338060.83656082593,341967.20623579103,337408.52325064223,333616.95213519956,340470.53342706367,342655.46115105884
341464.5602064801,340593.37861459004,338073.17472376523,341970.4248869926,337409.5961343761,333624.46232133656,340493.60042734153,342665.1171046635
341480.11702062096,340600.888800727,338075.85693309986,341973.6435381941,337420.8614135816,333633.0453912074,340475.8978457329,342673.16373266745
341481.1899043548,340598.2065913924,338073.17472376523,341974.1799800611,337434.2724602547,333630.8996237397,340473.75207826524,342666.1899883974
341474.21616008476,340603.0345681947,338059.22723522515,341970.4248869926,337423.5436229162,333655.57594961836,340497.35552041006,342673.16373266745
341489.77297422563,340610.00831246475,338065.12809576135,341973.6435381941,342773.47836178285,282583.6280087981,-3408826.2806923725,1970070.4181278253
341509.08488143503,340612.69052179944,338067.810305096,341973.6435381941,337467.53185600427,333663.08613575535,340462.4867990597,342682.2832444052
341487.62720675796,340612.69052179944,338075.32049123297,341968.8155613918,337455.73013493186,333667.37767069077,340466.77833399514,342688.7205468083
341482.7992299556,340610.5447543317,338076.3933749668,341985.9817011335,337469.67762347194,333667.37767069077,340472.14275266445,342687.6476630745
341450.07627607306,340621.27359167027,338078.53914243454,341967.20623579103,337431.5902509201,333693.12688030326,340472.14275266445,342691.9391980099
341488.7000904918,340623.9558010049,338086.5857704384,341979.54439873033,337461.0945536011,333681.8616010978,340457.1223803905,342689.2569886753
341500.5018115642,340621.81003353716,338095.7052821762,341992.9554454035,337476.1149258751,333679.1793917632,340485.0173574707,342690.3298724091
341485.4814392902,340625.02868473873,338101.6061427124,341991.34611980274,337478.2606933428,333678.6429498962,340494.1368692085,342697.8400585461
341502.64757903194,340624.49224287184,338105.3612357809,341987.59102673427,337469.14118160505,333670.0598800254,340499.50128787773,342711.2511052193
341519.8137187736,340629.8566615411,338111.798538184,341985.9817011335,337482.5522282782,333674.3514149608,340500.0377297447,342705.3502446831
341490.3094160926,340620.7371498033,338119.8451661879,342000.4656315405,337471.8233909397,333671.13276375923,340512.375892684,342709.10533775156
341494.0645091611,340627.71089407336,338126.818910458,341994.5647710043,337494.89039121754,333686.1531360332,340521.49540442176,342707.4960121508
341488.1636486249,340640.58549887966,338118.2358405871,341990.2732360689,337483.08867014514,333693.12688030326,340507.0114740147,342716.0790820216
341514.44930010434,340657.7516386213,338118.2358405871,341989.73679420195,337481.47934454435,333696.8819733718,340504.3292646801,342702.1315934815
341496.2102766288,340641.12194074655,338120.9180499218,341995.63765473815,337480.4064608105,333691.51755470247,340521.49540442176,342714.4697564208
341530.54255611217,340646.4863594158,338123.0638173895,342007.43937581056,337508.30143789074,333695.272647771,340505.9385902809,342708.0324540177
341499.42892783036,340647.5592431497,338143.98505019967,342014.4131200806,337506.69211228995,333695.8090896379,340513.4487764179,342708.5688958847
341546.63581212,340655.6058711536,338147.20370140125,342010.65802701213,337536.19641497097,333695.272647771,340510.2301252163,342709.10533775156
341575.0672310671,340685.1101738346,338137.5477477965,342011.1944688791,337527.0769032332,333702.24639204104,340504.3292646801,342718.7612913563
341556.29176572466,340675.9906620968,338135.93842219573,342019.24109688296,337521.71248456393,333698.49129897257,340522.0318462887,342723.5892681586
341539.6620678499,340673.3084527622,338137.0113059296,342031.0428179554,337504.0099029553,333701.1735083072,340531.6877998934,342723.0528262917
341545.0264865192,340675.9906620968,338131.1104453934,342026.214841153,337499.18192615296,333710.293020045,340546.1717303004,342730.56301242864
341524.64169557596,340673.3084527622,338141.30284086504,342022.45974808454,337473.96915840736,333710.293020045,340567.6294049775,342735.92743109795
341513.9128582374,340674.917778363,338140.22995713115,342015.4860038145,337477.18780960893,333709.2201363111,340572.9938236468,342748.26559403725
341522.4959281082,340675.45422022993,338147.20370140125,342025.14195741917,337486.8437632136,333703.8557176418,340570.3116143122,342746.65626843646
341546.63581212,340675.9906620968,338155.2503294051,342029.4334923546,337502.9370192214,333706.0014851095,340564.94719564286,342745.5833847026
341523.0323699752,340673.3084527622,338177.24444594915,342033.72502729,337500.2548098868,333709.2201363111,340568.7022887114,342755.77578017424
341506.4026721004,340671.1626852945,338181.53598088457,342024.0690736853,337504.0099029553,333709.2201363111,340570.3116143122,342760.06731510966
341541.2713934507,340690.47459250386,338178.85377154994,342043.9174227616,337509.3743216246,333719.94897364965,340554.21835830435,342764.3588500451
341536.44341664837,340693.15680183854,338179.9266552838,342036.4072366246,337506.69211228995,333723.1676248512,340566.55652124365,342758.9944313758
341536.97985851526,340685.64661570155,338168.1249342114,342046.06319022935,337501.8641354876,333730.14136912127,340548.85393963504,342772.405478049
341578.2858822687,340699.59410424164,338162.7605155421,342045.5267483624,337532.9777637694,333731.2142528551,340563.874311909,342776.6970129844
341581.50453347026,340702.8127554432,338171.8800272799,342037.4801203585,337533.5142056363,333729.0684853874,340568.7022887114,342768.1139431136
341583.65030093794,340699.0576623747,338172.95291101374,342045.5267483624,337525.4675776324,333731.75069472205,340574.06670738064,342769.18682684744
341554.68244012387,340695.8390111732,338191.19193448924,342055.18270196713,337520.10315896315,333736.5786715244,340582.64977725147,342773.47836178285
341568.09348679706,341674.8454183156,35322.551169699575,-817216.6129608885,980145.2732259361,-1542313.8192074085,3151043.9695172277,2065592.4756041141
341663.0436972432,340764.5035701399,338174.5622366145,342054.6462601002,337514.73874029383,333748.38039259677,340556.36412577203,342765.43173377897
341687.72002312186,340761.82136080525,338181.53598088457,342064.30221370485,337528.686228834,333738.18799712515,340554.75480017124,342760.06731510966
341672.6996508479,340758.60270960367,338181.53598088457,342057.3284694348,337529.7591125678,333747.8439507299,340556.900567639,342769.18682684744
341670.01744151325,340758.0662677367,338190.65549262235,342072.3488417088,337522.2489264308,333744.08885766135,340557.9734513728,342765.43173377897
341644.26823190076,340754.31117466826,338198.7021206262,342050.8911670317,337514.73874029383,333751.59904379834,340579.96756791684,342764.3588500451
341621.7376734898,340739.2908023943,338191.19193448924,342058.40135316865,337514.73874029383,333761.25499740307,340603.0345681947,342791.7173852584
341627.10209215904,340753.7747328013,338188.5097251546,342072.3488417088,337512.59297282615,333771.9838347416,340586.40487032,342796.0089201938
341614.76392921974,340752.70184906747,338192.26481822314,342074.4946091765,337520.10315896315,333782.71267208015,340587.47775405383,342791.18094339146
341629.2478596268,340748.41031413205,338200.311446227,342091.6607489182,337536.19641497097,333779.49402087857,340589.6235215215,342794.9360364599
341634.61227829603,340747.8738722651,338209.4309579648,342087.3692139828,337531.3684381686,333770.3745091408,340596.5972657916,342786.88940845605
341597.06134761113,340738.7543605273,338213.7224929002,342096.4887257205,337505.6192285561,333782.1762302132,340618.0549404687,342795.4724783269
341624.95632469136,340744.6552210635,338212.6496091664,342111.5090979945,337549.0710197772,333778.9575790117,340592.8421727231,342808.3470831331
341601.35288254655,340739.2908023943,338220.69623717025,342118.4828422645,337522.7853682978,333781.6397883463,340610.00831246475,17.166139741675824
341606.1808593489,340731.24417439033,338226.59709770646,342131.35744707077,337537.2692987048,333780.5669046124,340610.5447543317,342808.3470831331
341634.61227829603,340748.41031413205,338229.2793070411,342121.16505159915,337544.24304297485,333780.0304627455,340599.81591699313,343734.7821873167
341620.66478975595,340755.92050026904,338220.15979530336,342119.0192841315,337556.04476404726,333791.8321838179,340603.57101006166,342826.5861066087
341626.0292084252,340754.84761653515,338230.352190775,342114.1913073291,337576.4295549905,333787.00420701556,340612.69052179944,342821.7581298063
341608.86306868354,340745.7281047974,338228.7428651742,342117.4099585307,337560.3362989827,333787.00420701556,340638.4397314119,342825.5132228748
341613.6910454859,340748.41031413205,338236.7894931781,342117.94640039763,337568.9193688535,333784.8584395478,340640.0490570127,342818.00303673785
341584.1867428049,340745.7281047974,338254.4920747867,342145.84137747786,337569.9922525874,333789.6864163502,340634.1481964765,342831.414083411
341612.0817198851,340743.5823373297,338245.3725630489,342144.76849374396,337563.55495018425,333795.0508350195,340647.5592431497,342826.5861066087
341622.27411535673,340749.4831978659,338241.0810281135,342137.258307607,337574.2837875228,333792.90506755176,340637.3668476781,342836.24206021335
341598.6706732119,340747.33743039815,338236.7894931781,342114.72774919606,337566.7736013858,333794.51439315255,340671.6991271614,342832.4869671449
341608.86306868354,340757.5298258698,338236.7894931781,342138.33119134087,337567.84648511966,333805.2432304911,340665.7982666252,342835.70561834646
341631.9300689614,340759.6755933375,338237.325935045,342127.6023540023,337587.15839232906,333807.92543982575,340653.4601036859,342831.414083411
341613.6910454859,340768.25866320834,338237.325935045,342125.9930284015,337593.05925286526,333808.46188169264,340659.897406089,342860.918386092
341623.8834409575,340771.4773144099,338248.5912142505,342136.18542387313,337591.4499272645,333802.56102115643,340661.5067316898,342855.55396742275
341635.148720163,340767.1857794745,338252.8827491859,342137.7947494739,337605.9338576715,333800.95169555565,340670.0898015606,342857.16329302354
341615.8368129536,340762.35780267214,338253.9556329198,342131.35744707077,337600.56943900225,333798.80592808797,340672.23556902836,342856.0904092897
341616.37325482053,340787.57057041774,338250.7369817182,342131.35744707077,337615.5898112762,333815.9720678296,340684.03729010076,333984.41481404484
341629.7843014937,340778.45105867996,338285.06926120154,342150.66935428017,337592.5228109983,333814.36274222884,340693.69324370543,342847.5073394188
341611.0088361513,340780.06038428075,338280.24128439924,342134.03965640545,337567.3100432527,333808.46188169264,340705.49496477784,342857.6997348904
341640.51313883223,340809.0282450948,338259.32005158905,342141.0134006755,337591.98636913137,333845.47637051065,340669.0169178268,342859.84550235816
341670.5538833802,340803.1273845586,338258.2471678552,342152.8151217479,337624.70932301396,333824.55513770046,340666.8711503591,342877.0116420998
341666.7987903117,340811.17401256255,338257.71072598826,342164.08040095336,337624.70932301396,333836.35685877287,340659.897406089,342876.47520023293
341678.0640695172,340839.60543150967,338268.9760051937,342180.71009882813,337633.82883475174,333854.0594403815,340651.3143362182,342868.96501409594
341667.3352321786,340835.8503384412,338281.3141681331,342181.246540695,337630.61018355016,333846.0128123776,340663.6524991575,342860.918386092
341640.51313883223,340824.58505923575,338280.7777262661,342172.1270289573,337623.6364392801,333854.0594403815,340673.3084527622,342868.96501409594
341656.60639484006,340832.6316872396,338264.6844702583,342171.59058709035,337642.41190462257,333849.76790544606,340661.5067316898,342881.8396189022
341661.97081350937,340830.48591977195,338269.51244706067,342160.8617497518,337642.41190462257,333849.76790544606,340672.77201089525,342879.69385143445
341677.52762765024,340811.71045442944,338284.53281933465,342184.4651918966,337669.23399796896,333842.794161176,340690.47459250386,342891.49557250686
341666.2623484448,340818.68419869954,338293.1158892055,342193.0482617674,337655.82295129576,333849.76790544606,340689.93815063697,342886.1311538376
341662.50725537626,340812.78333816334,338295.7980985401,342193.0482617674,337648.8492070257,333845.47637051065,340707.10429037863,342886.1311538376
341660.3614879086,340811.71045442944,347168.01013565186,141291.81400439906,-1001288.0565271445,-1247386.6638406115,-2653629.321292558,-1106762.719960537
341679.136953251,340815.46554749797,338302.77184281015,342207.53219217446,337649.3856488926,333843.86704490986,340710.3229415802,342889.88624690607
341684.5013719203,340838.53254777583,338292.57944733853,342180.71009882813,337667.62467236817,333865.8611614539,340690.47459250386,342889.88624690607
341696.83953485964,340838.53254777583,338298.48030787474,342199.4855641706,337681.03571904136,333863.17895211925,340703.88563917705,342903.29729357926
341718.83365140366,340836.92322217504,338297.9438660078,-2249995.976685998,341710.25058153283,340837.9961059089,338302.77184281015,342211.8237271099
341693.62088365806,340828.3401523042,338305.9904940117,340576.2124748484,70646.175223133,615567.0422991565,4139978.8427327685,-1115877.4037215
341683.9649300534,340830.48591977195,338311.354912681,342202.70421537216,-2249995.976685998,341702.2039535289,340829.41303603805,338313.5006801487
341694.157325525,340829.949477905,338323.69307562034,342212.8966108438,337653.14074196114,333859.9603009177,340734.99926745886,342924.7549682564
341700.0581860612,340833.1681291066,338327.98461055575,342205.9228665737,337656.8958350296,333860.4967427846,340725.3433138542,342922.0727589217
341707.56837219815,340834.2410128404,338322.08375001955,342208.60507590836,337665.47890490043,333870.1526963893,340723.7339882534,342927.9736194579
341718.2972095367,340837.459664042,338323.1566337534,342218.261029513,337670.3068817028,333868.0069289216,340715.68736024946,342927.437177591
341670.01744151325,340848.72494324745,338327.98461055575,342201.09488977137,337651.53141636035,333883.5637430625,340729.6348487896,342914.02613091783
341731.7082562099,340861.5995480537,338345.1507502974,342210.21440150915,337664.4060211666,333887.31883613096,340737.6814767935,342923.6820845225
341722.05230260524,340857.3080131183,338348.90584336594,342227.9169831177,337669.23399796896,333887.31883613096,340736.60859305965,984375.1173466585
341726.34383754065,340849.7978269813,338353.19737830135,342223.6254481823,337668.16111423506,333880.3450918609,340767.1857794745,342926.3642938571
341699.52174419427,340854.62580378365,338355.879587636,342232.74495992006,337648.8492070257,333887.31883613096,340765.04001200676,342932.8015962603
341752.6294890201,340859.9902224529,338344.0778665636,342237.0364948555,337672.9890910374,333891.0739291995,340754.84761653515,342931.72871252644
341740.8277679477,340864.2817573883,338335.49479669274,342245.0831228594,337698.7383006499,333902.8756502719,340746.80098853126,342956.4050384051
341740.8277679477,340867.5004085899,338340.859215362,342244.54668099247,337682.6450446421,333905.02141773957,340754.84761653515,342954.7957128043
341737.07267487916,340866.42752485606,338347.83295963204,342238.1093785893,337691.7645563799,333903.9485340057,340758.0662677367,342950.5041778689
341726.34383754065,340873.4012691261,338331.2032617573,342227.9169831177,337686.4001377106,333909.84939454193,340761.2849189383,342954.7957128043
341742.4370935485,340878.7656877954,338336.03123855963,342211.287285243,337686.4001377106,333914.14092947735,340770.94087254297,342945.13975919964
341787.49821037037,340895.9318275371,338336.5676804266,342235.96361112164,337723.9510683955,333918.9689062797,340761.82136080525,342948.8948522681
341773.5507218302,340893.78606006934,338325.838843088,342222.0161225815,337723.9510683955,333922.7239993482,340769.8679888091,342960.16013147356
341775.160047431,340894.3225019363,338331.7397036242,342241.3280297909,337720.73241719394,333920.04179001355,340772.01375627687,342961.23301520746
341783.20667543495,340896.46826940397,338343.5414246966,342249.37465779483,337725.02395212936,333922.1875574813,340779.5239424138,342962.84234080825
341762.28544262476,340894.3225019363,338351.58805270056,342262.785704468,337712.1493473231,333919.5053481466,340777.91461681307,342960.16013147356
341776.7693730318,340916.3166184803,338345.68719216436,342264.9314719357,337716.9773241255,333930.23418548517,340779.5239424138,342960.16013147356
341759.60323329014,340912.0250835449,338355.879587636,342274.5874255404,337710.5400217223,333933.45283668675,340790.25277975237,342959.62368960667
341771.94139622943,340920.0717115488,338356.41602950287,342268.6865650042,337729.3154870648,333937.74437162216,340785.96124481695,342959.62368960667
341777.30581489875,340922.7539208834,338363.92621563986,342263.3221463349,337740.5807662703,333928.6248598844,340785.96124481695,342975.7169456145
341770.33207062865,340923.8268046173,338359.09823883756,342271.90521620575,337720.19597532705,333930.7706273521,340780.06038428075,342987.5186666869
341997.24698033894,341019.31345693034,338340.32277349505,342230.06275058544,337697.1289750492,333944.18167402525,340752.1654072005,342956.4050384051
342001.00207340746,341012.3397126603,338347.83295963204,342244.0102391255,337697.6654169161,333942.0359065576,340751.6289653336,342951.04061973584
341977.93507312954,340995.7100147856,338360.1711225714,342254.7390764641,337691.7645563799,333942.0359065576,340766.11289574066,342953.72282907047
341925.9002120376,340985.5176193139,338353.19737830135,342270.8323324719,337692.3009982468,333949.54609269457,340755.3840584021,342962.84234080825
341919.46290963446,340979.0803169108,338350.51516896667,342254.20263459714,337723.9510683955,333955.44695323077,340754.31117466826,342975.7169456145
341838.9966295954,340951.72178169753,338360.7075644383,342275.6603092743,337714.83155665774,333973.68597670627,340782.2061517485,342989.6644341546
4414.916564812251,-922831.287721549,-1864909.0367447182,4480794.844722133,-506998.7186191939,3854024.214032199,-15360.476417598298,-2058817.2148248216
341856.16276933707,340948.50313049596,338370.89995990996,342270.8323324719,337737.3621150687,333966.1757905693,340779.5239424138,342990.2008760215
342498.82012591604,8830.36957149143,-1884114.192022585,-3758381.9935777183,41.30602375340745,-1006307.006634117,-1286458.9436601335,-28523.150506395163
341841.67883893003,340952.2582235644,338368.7541924422,342281.5611698105,337757.74690601195,333984.9512559118,340783.8154773493,343005.7576901624
341852.9441181355,340944.21159556054,338373.04572737764,342291.7535652821,337769.54862708435,333971.5402092386,340791.86210535315,343007.90345763013
341836.3144202607,340945.8209211613,-1124997.988342999,170906.62370999143,170472.6422396472,169189.47329395692,171145.3403407741,-4331132.928268067
341857.77209493786,340952.7946654314,338381.0923553816,342296.5815420844,337771.15795268514,333968.321558037,340792.934989087,343021.31450430333
341835.77797839383,340949.03957236285,338383.7745647162,342274.5874255404,337759.35623161274,333986.5605815125,340802.0545008248,343023.99671363796
341832.0228853253,340936.1649675566,338410.06021619565,347168.01013565186,141292.350446266,-3954412.872125253,2901051.8671336016,1213559.1761540386
341819.684722386,340942.60226995975,338415.96107673185,342312.13835622533,337753.45537107653,333980.1232791094,340814.3926637641,343032.04334164184
341825.5855829222,340940.99294435896,338420.78905353416,342302.4824026206,337763.64776654815,333971.5402092386,340829.41303603805,343030.970457908
341800.3728151766,340947.4302467621,338421.86193726806,342307.31037942297,337758.2833478789,333989.7792327141,340828.87659417116,343041.69929524657
341836.3144202607,340954.40399103216,338425.6170303365,342316.42989116075,337773.84016201977,333989.2427908472,340826.19438483653,343037.94420217804
341806.81011757976,340976.3981075762,338436.882309542,342317.5027748946,337782.4232318906,333996.75297698413,340842.2876408443,343044.9179464481
341834.16865279304,340971.5701307738,338446.5382631467,342330.37737970083,337778.66813882213,333997.2894188511,340851.4071525821,343047.0637139158
341859.91786240553,340975.3252238423,338449.7569143483,342334.66891463625,337771.6943945521,333993.5343257826,340847.11561764666,343045.45438831503
341846.50681573234,340966.20571210457,338461.55863542063,342335.2053565032,337774.9130457536,333990.852116448,340862.13598992064,343045.45438831503
341827.7313503899,340970.49724704,338461.55863542063,342340.03333330556,337758.2833478789,333995.6800932503,340857.3080131183,343047.60015578277
341845.4339319985,340981.76252624544,338446.5382631467,342337.8875658378,337795.29783669685,334021.96574472974,340854.0893619167,343051.35524885124
341837.9237458615,340977.47099131,338455.6577748845,342325.0129610316,337784.56899935834,334010.16402365733,340858.91733871907,343045.45438831503
